,БЮ,Склад,Местоположение,"Код 
номенклатуры",Краткое наименование,Описание товара,Reason code,ТГ,НГ,Поставщик,Наименование,"Физические 
запасы",Продано,"Зарезерви
ровано",Доступно
6561,825,V_825,V-Sales_825,80415722,измельчители,"Овощерезка Borner TREND 3390010, 41х7х12,5 см, 5 предм., графитовый/бордовый",001 Товар на реализа,22,376,80000537,"ООО ""Бёрнер Ист""",3,,,3.0
6562,825,V_825,V-Sales_825,80415796,крышки_350,"Крышка универс. BERKRAFT М9202, серый/графит (подходит для D18 см, D20 см, D22 см)",001 Товар на реализа,22,350,80001390,"ООО ""Комфилюкс""",8,,,8.0
6563,825,V_825,V-Sales_825,80415797,крышки_350,"Крышка универс. BERKRAFT М9203, серый/графит (подходит для D24 см, D26 см, D28 см)",001 Товар на реализа,22,350,80001390,"ООО ""Комфилюкс""",12,,,12.0
6564,825,V_825,V-Sales_825,80415801,аксессуары для ножей,"Точилка для ножей 3-зонная AxWild 3300491, 21х5х6 см, графит",001 Товар на реализа,22,138,80000537,"ООО ""Бёрнер Ист""",4,,,4.0
6565,825,V_825,V-Sales_825,80415811,навеска,"Щипцы AxWild 863774, 27х3,5х6 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",13,,,13.0
6566,825,V_825,V-Sales_825,80415812,навеска,"Кисточка AxWild 863859, 25х1,5х5 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",8,,,8.0
6567,825,V_825,V-Sales_825,80415813,навеска,"Лопатка AxWild 863842, 25х1,5х5 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",8,,,8.0
6568,825,V_825,V-Sales_825,80415814,навеска,"Ложка AxWild 863781, 34х6х7 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",8,,,8.0
6569,825,V_825,V-Sales_825,80415815,навеска,"Ложка для спагетти AxWild 863828, 33х5х6 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",7,,,7.0
6570,825,V_825,V-Sales_825,80415816,навеска,"Лопатка AxWild 863835, 35х6х8 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",9,,,9.0
6571,825,V_825,V-Sales_825,80415817,навеска,"Половник AxWild 863798, 30х9х10 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",8,,,8.0
6572,825,V_825,V-Sales_825,80415818,навеска,"Шумовка AxWild 863811, 35х6х10 см, графит",001 Товар на реализа,22,374,80000537,"ООО ""Бёрнер Ист""",7,,,7.0
6573,825,V_825,V-Sales_825,80415819,аксессуары для выпечки,"Набор для запекания AxWild 1706912, 3 предм., графитовый",001 Товар на реализа,22,182,80000537,"ООО ""Бёрнер Ист""",4,,,4.0
6574,825,V_825,V-Sales_825,80415825,Детский свет,"Лампа настольная Camelion KD-331, белый",001 Товар на реализа,25,146,80002871,"АО ""Энергосистемы и Технологии""",2,,,2.0
6575,825,V_825,V-Sales_825,80415826,Детский свет,"Лампа настольная Camelion KD-331, мятный",001 Товар на реализа,25,146,80002871,"АО ""Энергосистемы и Технологии""",3,,,3.0
6576,825,V_825,V-Sales_825,80415827,Тарелки светодиодные,"Светильник настенно-потолоч. Camelion LBS-0501, белый",001 Товар на реализа,25,096,80002871,"АО ""Энергосистемы и Технологии""",3,,,3.0
6577,825,V_825,V-Sales_825,80415828,Тарелки светодиодные,"Светильник настенно-потолоч. Camelion LBS-0601, бежевый/чёрный",001 Товар на реализа,25,096,80002871,"АО ""Энергосистемы и Технологии""",1,,,1.0
6578,825,V_825,V-Sales_825,80415830,Наст. лампы - офисные,"Лампа настольная Ultraflash UF-731 C02, чёрный",001 Товар на реализа,25,128,80002871,"АО ""Энергосистемы и Технологии""",5,,,5.0
6579,825,V_825,V-Sales_825,80415832,Наст. лампы - офисные,"Лампа настольная Ultraflash UF-733 C02, чёрный",001 Товар на реализа,25,128,80002871,"АО ""Энергосистемы и Технологии""",3,,,3.0
