,БЮ,Склад,Местоположение,"Код 
номенклатуры",Краткое наименование,Описание товара,Reason code,ТГ,НГ,Поставщик,Наименование,"Физические 
запасы",Продано,"Зарезерви
ровано",Доступно
17,825,S_825,S_825-lght,80278094,Картинные подсветки,"Светильник настенный CITILUX Визор CL708112, хром",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
18,825,S_825,S_825-lght,80279451,Поворотные споты,"Светильник настенно-потолоч. CITILUX ""Винон"" CL519515, белый/золотой/кремовый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
19,825,S_825,S_825-lght,80279461,Поворотные споты,"Светильник настенный CITILUX ""Соната"" CL520313, бронза",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
20,825,S_825,S_825-lght,80279531,Бра,"Светильник настенный CITILUX Декарт-7 CL704070, белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
21,825,S_825,S_825-lght,80280848,Подвесные люстры,"Люстра DeCity Виталина 448011005, хром/серебряный/чёрный",Выставочный образец,25,208,80002547,"ООО ""Штерн""",1,,,1
22,825,S_825,S_825-lght,80286696,Подвесные люстры,"Светильник подвесной CITILUX ""Синди"" CL330111, хром",Выставочный образец,25,208,80003102,"ООО ""НАУТИЛУС""",1,,,1
23,825,S_825,S_825-lght,80287262,Потолочные люстры,"Светильник настенно-потолоч. CITILUX ""Белла"" CL501511, хром/белый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
24,825,S_825,S_825-lght,80288608,Подвесные люстры,"Люстра CITILUX ""Ровена"" CL427150, белый",Выставочный образец,25,208,80003102,"ООО ""НАУТИЛУС""",1,,,1
25,825,S_825,S_825-lght,80288610,Бра,"Бра CITILUX ""Ровена"" CL427310, белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
26,825,S_825,S_825-lght,80289050,Потолочные люстры,"Люстра DeMarkt Тетро 673011004, хром",Выставочный образец,25,127,80002547,"ООО ""Штерн""",1,,,1
27,825,S_825,S_825-lght,80289051,Потолочные люстры,"Люстра DeCity Грация 677010406, никель/белый",Выставочный образец,25,127,80002547,"ООО ""Штерн""",1,,,1
28,825,S_825,S_825-lght,80290910,Потолочные люстры,"Люстра VITALUCE Александрия, чёрный",Выставочный образец,25,127,80002062,"ООО ""КСК-электро""",1,,,1
29,825,S_825,S_825-lght,80292452,Подвесные люстры,"Люстра DeCity Аврора 371012005, белый с золотой патиной",Выставочный образец,25,208,80002547,"ООО ""Штерн""",1,,,1
30,825,S_825,S_825-lght,80294673,Поворотные споты,"Светильник настенно-потолоч. CITILUX ""Ринг"" CL525512, чёрный",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
31,825,S_825,S_825-lght,80294674,Поворотные споты,"Светильник настенно-потолоч. CITILUX ""Ринг"" CL525522, чёрный",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
32,825,S_825,S_825-lght,80298806,Потолочные люстры,"Люстра DeCity Изольда 366012706, хром",Выставочный образец,25,127,80002547,"ООО ""Штерн""",1,,,1
33,825,S_825,S_825-lght,80299394,Потолочные люстры,"Люстра CITILUX ""Аэлита"" CL169121, хром",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
34,825,S_825,S_825-lght,80299395,Потолочные люстры,"Люстра CITILUX ""Аэлита"" CL169131, хром",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
35,825,S_825,S_825-lght,80299396,Потолочные люстры,"Люстра CITILUX ""Аэлита"" CL169141, хром",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
36,825,S_825,S_825-lght,80299397,Потолочные люстры,"Люстра CITILUX ""Аэлита"" CL169161, хром",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
37,825,S_825,S_825-lght,80299398,Бра,"Бра CITILUX ""Аэлита"" CL169311, хром",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
38,825,S_825,S_825-lght,80301661,Потолочные люстры,"Люстра DeCity Конрад 667011405, хром/серый",Выставочный образец,25,127,80002547,"ООО ""Штерн""",1,,,1
39,825,S_825,S_825-lght,80301906,Подвесные люстры,"Светильник подвесной CITILUX ""Идальго"" CL434111, бронза",Выставочный образец,25,208,80003102,"ООО ""НАУТИЛУС""",1,,,1
40,825,S_825,S_825-lght,80301907,Подвесные люстры,"Люстра CITILUX ""Идальго"" CL434131, бронза",Выставочный образец,25,208,80003102,"ООО ""НАУТИЛУС""",1,,,1
41,825,S_825,S_825-lght,80301908,Подвесные люстры,"Люстра CITILUX ""Идальго"" CL434151, бронза",Выставочный образец,25,208,80003102,"ООО ""НАУТИЛУС""",1,,,1
42,825,S_825,S_825-lght,80301909,Бра,"Бра CITILUX ""Идальго"" CL434311, бронза",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
43,825,S_825,S_825-lght,80303264,Потолочные люстры,"Люстра VITALUCE Карлотта, коричневый",Выставочный образец,25,127,80002062,"ООО ""КСК-электро""",1,,,1
44,825,S_825,S_825-lght,80304923,Поворотные споты,"Светильник настенно-потолоч. CITILUX Кристалино CL559621, хром",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
45,825,S_825,S_825-lght,80304924,Поворотные споты,"Светильник настенно-потолоч. CITILUX Кристалино CL559631, хром",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
46,825,S_825,S_825-lght,80304937,Подвесные люстры,"Люстра VITALUCE Мирабелла, хром",Выставочный образец,25,208,80002062,"ООО ""КСК-электро""",1,,,1
47,825,S_825,S_825-lght,80305551,Бра,"Светильник настенный j-LIGHT GALA 1276/1W, хром/белый",Выставочный образец,25,95,80003354,"ООО ""Джей-Лайт""",1,,,1
48,825,S_825,S_825-lght,80305552,Потолочные люстры,"Люстра j-LIGHT GALA 1276/3C, хром/белый",Выставочный образец,25,127,80003354,"ООО ""Джей-Лайт""",1,,,1
49,825,S_825,S_825-lght,80305553,Потолочные люстры,"Люстра j-LIGHT GALA 1276/5C, хром/белый",Выставочный образец,25,127,80003354,"ООО ""Джей-Лайт""",1,,,1
50,825,S_825,S_825-lght,80307127,Подвесные люстры,"Люстра VITALUCE Тристан, хром",Выставочный образец,25,208,80002062,"ООО ""КСК-электро""",1,,,1
51,825,S_825,S_825-lght,80307162,Поворотные споты,"Система спотов j-LIGHT CITY 1254/2A, никель",Выставочный образец,25,199,80003354,"ООО ""Джей-Лайт""",1,,,1
52,825,S_825,S_825-lght,80308885,Бра,"Светильник настенный ARTE LAMP Croce A1444AP-1WH, белый",Выставочный образец,25,95,80000148,"ООО ""Интегро""",1,,,1
53,825,S_825,S_825-lght,80309141,Поворотные споты,"Светильник настенно-потолоч. CITILUX ""Данди"" CL557521, белый/чёрный",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
54,825,S_825,S_825-lght,80309433,Бра,"Светильник настенно-потолоч. CITILUX ""Тамбо"" CL716011Nz, хром/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
55,825,S_825,S_825-lght,80310894,Тарелки цокольные,"Светильник настенно-потолоч. СОНЕКС GLASSI DUNA 153/K, хром/белый матовый",Выставочный образец,25,96,80002541,"ООО ""Сонекс""",1,,,1
56,825,S_825,S_825-lght,80311360,Потолочные люстры,"Люстра VITALUCE Искра, чёрный",Выставочный образец,25,127,80002062,"ООО ""КСК-электро""",1,,,1
57,825,S_825,S_825-lght,80311361,Потолочные люстры,"Люстра VITALUCE Амиго, чёрный",Выставочный образец,25,127,80002062,"ООО ""КСК-электро""",1,,,1
58,825,S_825,S_825-lght,80312406,Бра,"Бра CITILUX ""Идальго"" CL434321, бронза",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
59,825,S_825,S_825-lght,80312407,Подвесные люстры,"Люстра CITILUX ""Аврора"" CL463150, хром/белый",Выставочный образец,25,208,80003102,"ООО ""НАУТИЛУС""",1,,,1
60,825,S_825,S_825-lght,80312410,Поворотные споты,"Светильник настенно-потолоч. CITILUX ""Опус"" CL502512, кофейный",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
61,825,S_825,S_825-lght,80318315,Потолочные люстры,"Люстра VITALUCE Амиго, чёрный",Выставочный образец,25,127,80002062,"ООО ""КСК-электро""",1,,,1
62,825,S_825,S_825-lght,80319410,Подвесные люстры,"Люстра VITALUCE Эдвин, чёрный",Выставочный образец,25,208,80002062,"ООО ""КСК-электро""",1,,,1
63,825,S_825,S_825-lght,80319412,Потолочные люстры,"Люстра VITALUCE Объятия, чёрный",Выставочный образец,25,127,80002062,"ООО ""КСК-электро""",1,,,1
64,825,S_825,S_825-lght,80321198,Детский свет,"Лампа настольная ""ТРАНСВИТ"" НТ 2077А, вишнёвый перламутр",Выставочный образец,25,146,80002583,"ООО ""Торговый Дом ""Трансвит""",1,,,1
65,825,S_825,S_825-lght,80321199,Детский свет,"Лампа настольная ""ТРАНСВИТ"" НТ 2077А, нежно-розовый",Выставочный образец,25,146,80002583,"ООО ""Торговый Дом ""Трансвит""",1,,,1
66,825,S_825,S_825-lght,80321699,Бра,"Бра CITILUX ""Аврора"" CL463310, хром/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
67,825,S_825,S_825-lght,80321912,Бра,"Светильник настенно-потолоч. CITILUX ""Альпина"" CL71818, белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
68,825,S_825,S_825-lght,80321917,Потолочные LED люстры,"Светильник потолочный CITILUX Альпина CL718K60RGB, белый",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
69,825,S_825,S_825-lght,80322138,Тарелки светодиодные,"Светильник настенно-потолоч. СОНЕКС PALE ABASI 2052/EL, белый",Выставочный образец,25,96,80002541,"ООО ""Сонекс""",1,,,1
70,825,S_825,S_825-lght,80323025,Потолочные люстры,"Люстра VITALUCE Крокус, чёрный",Выставочный образец,25,127,80002062,"ООО ""КСК-электро""",1,,,1
71,825,S_825,S_825-lght,80323439,Потолочные люстры,"Люстра DeCity Лацио 103012305, хром/белый",Выставочный образец,25,127,80002547,"ООО ""Штерн""",2,,,2
72,825,S_825,S_825-lght,80325841,Подвесные люстры,"Светильник подвесной LUMION SUSPENTIONI ELLIOT 3728/1, чёрный/коньячный",Выставочный образец,25,208,80002541,"ООО ""Сонекс""",1,,,1
73,825,S_825,S_825-lght,80325842,Подвесные люстры,"Светильник подвесной LUMION SUSPENTIONI ELLIOT 3731/1, хром/белый",Выставочный образец,25,208,80002541,"ООО ""Сонекс""",1,,,1
74,825,S_825,S_825-lght,80325860,Подвесные люстры,"Люстра VITALUCE Отрада, чёрный",Выставочный образец,25,208,80002062,"ООО ""КСК-электро""",1,,,1
75,825,S_825,S_825-lght,80327702,Тарелки светодиодные,"Светильник настенно-потолоч. СОНЕКС PALE PINOLA 2079/CL, белый",Выставочный образец,25,96,80002541,"ООО ""Сонекс""",1,,,1
76,825,S_825,S_825-lght,80328578,Поворотные споты,"Спот EUROSVET 20058/1, перламутровый сатин",Выставочный образец,25,199,80000990,"ООО ""ЕВРОСВЕТ""",1,,,1
77,825,S_825,S_825-lght,80329685,Бра,"Бра DeCity Лацио 103022501, хром/белый",Выставочный образец,25,95,80002547,"ООО ""Штерн""",1,,,1
78,825,S_825,S_825-lght,80330490,Встраиваемые споты,"Светильник встраиваемый CITILUX Каппа CLD0057W, белый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
79,825,S_825,S_825-lght,80330491,Встраиваемые споты,"Светильник встраиваемый CITILUX Каппа CLD0057N, белый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
80,825,S_825,S_825-lght,80330493,Встраиваемые споты,"Светильник встраиваемый CITILUX Каппа CLD0055N, белый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
81,825,S_825,S_825-lght,80330494,Встраиваемые споты,"Светильник встраиваемый CITILUX Кинто CLD5106N, белый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
82,825,S_825,S_825-lght,80330495,Встраиваемые споты,"Светильник встраиваемый CITILUX Каппа CLD0053W, белый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
83,825,S_825,S_825-lght,80330496,Встраиваемые споты,"Светильник встраиваемый CITILUX Каппа CLD0053N, белый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
84,825,S_825,S_825-lght,80335013,Торшеры - светодиодные,"Торшер CITILUX Гуффин CL804001, хром матовый",Выставочный образец,25,130,80003102,"ООО ""НАУТИЛУС""",1,,,1
85,825,S_825,S_825-lght,80335968,Потолочные люстры,"Светильник потолочный ARTE LAMP INNOCENTE A6059PL-6AB, античная бронза/белый",Выставочный образец,25,127,80000148,"ООО ""Интегро""",1,,,1
86,825,S_825,S_825-lght,80337272,Подвесные люстры,"Люстра VITALUCE Фиджи, чёрный",Выставочный образец,25,208,80002062,"ООО ""КСК-электро""",1,,,1
87,825,S_825,S_825-lght,80339185,Светодиодные споты,"Светильник настенно-потолоч. CITILUX Бейкер CL541520, белый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
88,825,S_825,S_825-lght,80339572,Подвесные люстры,"Люстра VITALUCE Салют, чёрный матовый",Выставочный образец,25,208,80002062,"ООО ""КСК-электро""",1,,,1
89,825,S_825,S_825-lght,80339761,Бра,"Бра CITILUX Фауст CL72112N, хром/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
90,825,S_825,S_825-lght,80339762,Бра,"Бра CITILUX Фауст CL72118N, хром/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
91,825,S_825,S_825-lght,80339937,Потолочные LED люстры,"Светильник потолочный Natali Kovaltseva 81014/5C, белый",Выставочный образец,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
92,825,S_825,S_825-lght,80339940,Потолочные LED люстры,"Светильник потолочный Natali Kovaltseva 81033/5C, белый",Выставочный образец,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
93,825,S_825,S_825-lght,80341313,Потолочные люстры,"Люстра DeMarkt Олимпия 638016008, серый/белый",Выставочный образец,25,127,80002547,"ООО ""Штерн""",1,,,1
94,825,S_825,S_825-lght,80342958,Потолочные люстры,"Люстра CITILUX Фортуна CL156122, венге/хром/белый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
95,825,S_825,S_825-lght,80342959,Потолочные люстры,"Люстра CITILUX Фортуна CL156132, венге/хром/белый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
96,825,S_825,S_825-lght,80342960,Потолочные люстры,"Люстра CITILUX Фортуна CL156142, венге/хром/белый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
97,825,S_825,S_825-lght,80342961,Потолочные люстры,"Люстра CITILUX Фортуна CL156152, венге/хром/белый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
98,825,S_825,S_825-lght,80342962,Подвесные люстры,"Светильник подвесной CITILUX Фортуна CL156112, венге/хром/белый",Выставочный образец,25,208,80003102,"ООО ""НАУТИЛУС""",1,,,1
99,825,S_825,S_825-lght,80342963,Бра,"Бра CITILUX Фортуна CL156312, венге/хром/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
100,825,S_825,S_825-lght,80342969,Потолочные LED люстры,"Светильник потолочный музыкальный CITILUX Light & Music CL703M60, белый глянец/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
101,825,S_825,S_825-lght,80342971,Бра,"Светильник накладной CITILUX Тао CL712120N, белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
102,825,S_825,S_825-lght,80342973,Бра,"Светильник накладной CITILUX Тао CL712122N, чёрный/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
103,825,S_825,S_825-lght,80342974,Бра,"Светильник накладной CITILUX Тао CL712180N, белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
104,825,S_825,S_825-lght,80342975,Бра,"Светильник накладной CITILUX Тао CL712240N, белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
105,825,S_825,S_825-lght,80342978,Бра,"Светильник накладной CITILUX Тао CL712X122N, чёрный/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
106,825,S_825,S_825-lght,80342979,Бра,"Светильник накладной CITILUX Тао CL712X180N, белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
107,825,S_825,S_825-lght,80342980,Бра,"Светильник накладной CITILUX Тао CL712X240N, чёрный/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
108,825,S_825,S_825-lght,80344502,Потолочные люстры,"Люстра CITILUX Астро CL125142, хром матовый/белый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
109,825,S_825,S_825-lght,80344503,Потолочные люстры,"Люстра CITILUX Астро CL125162, хром матовый/белый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
110,825,S_825,S_825-lght,80344504,Бра,"Бра CITILUX Астро CL125312, хром матовый/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
111,825,S_825,S_825-lght,80344566,Потолочные LED люстры,"Светильник потолочный Natali Kovaltseva 81038/8C, белый/чёрный",Выставочный образец,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
112,825,S_825,S_825-lght,80344567,Потолочные LED люстры,"Светильник потолочный Natali Kovaltseva 81038/6C, белый",Выставочный образец,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
113,825,S_825,S_825-lght,80344569,Потолочные LED люстры,"Светильник потолочный Natali Kovaltseva 81038/4C, белый/чёрный",Выставочный образец,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
114,825,S_825,S_825-lght,80344570,Потолочные LED люстры,"Светильник потолочный Natali Kovaltseva 81038/5C, белый/чёрный",Выставочный образец,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
115,825,S_825,S_825-lght,80344591,Подвесные люстры,"Люстра VITALUCE Аризона, чёрный",Выставочный образец,25,208,80002062,"ООО ""КСК-электро""",1,,,1
116,825,S_825,S_825-lght,80345368,Бра,"Бра CITILUX Кристи CL152310, белый/хром",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
117,825,S_825,S_825-lght,80345369,Бра,"Бра CITILUX Кристи CL152317, алюминий/хром/белый",Выставочный образец,25,95,80003102,"ООО ""НАУТИЛУС""",1,,,1
118,825,S_825,S_825-lght,80346497,Бра,"Бра FREYA FR5054WL-01CH, хром/пудровый",Выставочный образец,25,95,80002745,"ООО ""Факел""",1,,,1
119,825,S_825,S_825-lght,80346498,Подвесные люстры,"Люстра FREYA FR5054PL-06CH, хром/пудровый",Выставочный образец,25,208,80002745,"ООО ""Факел""",1,,,1
120,825,S_825,S_825-lght,80346500,Потолочные люстры,"Люстра FREYA FR5055PL-08B, чёрный",Выставочный образец,25,127,80002745,"ООО ""Факел""",1,,,1
121,825,S_825,S_825-lght,80346501,Потолочные люстры,"Люстра FREYA FR5058PL-05BG, бежевый/белый матовый",Выставочный образец,25,127,80002745,"ООО ""Факел""",1,,,1
122,825,S_825,S_825-lght,80346502,Потолочные люстры,"Люстра FREYA FR5061PL-06N, хром/чёрный",Выставочный образец,25,127,80002745,"ООО ""Факел""",1,,,1
123,825,S_825,S_825-lght,80346505,Бра,"Бра FREYA FR5062WL-01B, чёрный/латунь/янтарный",Выставочный образец,25,95,80002745,"ООО ""Факел""",1,,,1
124,825,S_825,S_825-lght,80346506,Потолочные люстры,"Люстра FREYA FR5062PL-06B, чёрный/латунь/янтарный",Выставочный образец,25,127,80002745,"ООО ""Факел""",1,,,1
125,825,S_825,S_825-lght,80346507,Потолочные люстры,"Люстра FREYA FR5059PL-05B, чёрный/золотой/дымчатый",Выставочный образец,25,127,80002745,"ООО ""Факел""",1,,,1
126,825,S_825,S_825-lght,80346510,Подвесные люстры,"Люстра FREYA FR5041PL-08BS, латунь",Выставочный образец,25,208,80002745,"ООО ""Факел""",1,,,1
127,825,S_825,S_825-lght,80346511,Подвесные люстры,"Люстра FREYA FR5012PL-05CH, хром/белый",Выставочный образец,25,208,80002745,"ООО ""Факел""",1,,,1
128,825,S_825,S_825-lght,80346518,Поворотные споты,"Спот FREYA FR7003WL-01BZ, бронзовый",Выставочный образец,25,199,80002745,"ООО ""Факел""",1,,,1
129,825,S_825,S_825-lght,80346519,Поворотные споты,"Спот FREYA FR7003WL-02BZ, бронзовый",Выставочный образец,25,199,80002745,"ООО ""Факел""",1,,,1
130,825,S_825,S_825-lght,80346520,Подвесные люстры,"Люстра FREYA FR5002PL-05B, чёрный/золотой",Выставочный образец,25,208,80002745,"ООО ""Факел""",1,,,1
131,825,S_825,S_825-lght,80347375,Потолочные LED люстры,"Светильник потолочный Natali Kovaltseva LED LAMPS 81068, белый",Выставочный образец,25,340,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
132,825,S_825,S_825-lght,80347379,Бра,"Бра Natali Kovaltseva 81014/1W, белый",Выставочный образец,25,95,80002526,"ООО ""КОВАЛЬЦЕВА ЛАЙТ""",1,,,1
133,825,S_825,S_825-lght,80349020,Потолочные LED люстры,"Светильник потолочный CITILUX Старлайт Смарт CL703A30G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
134,825,S_825,S_825-lght,80349021,Потолочные LED люстры,"Светильник потолочный CITILUX Старлайт Смарт CL703A40G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
135,825,S_825,S_825-lght,80349022,Потолочные LED люстры,"Светильник потолочный CITILUX Старлайт Смарт CL703A60G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
136,825,S_825,S_825-lght,80349023,Потолочные LED люстры,"Светильник потолочный CITILUX Старлайт Смарт CL703A80G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
137,825,S_825,S_825-lght,80349025,Потолочные LED люстры,"Светильник потолочный CITILUX Диамант Смарт CL713A40G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
138,825,S_825,S_825-lght,80349026,Потолочные LED люстры,"Светильник потолочный CITILUX Диамант Смарт CL713A60G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
139,825,S_825,S_825-lght,80349027,Потолочные LED люстры,"Светильник потолочный CITILUX Диамант Смарт CL713A80G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
140,825,S_825,S_825-lght,80349685,Потолочные LED люстры,"Светильник потолочный CITILUX Триест Смарт CL737A080E, белый/белый матовый",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
141,825,S_825,S_825-lght,80349686,Потолочные люстры,"Люстра CITILUX Селена CL302163, бронзовый",Выставочный образец,25,127,80003102,"ООО ""НАУТИЛУС""",1,,,1
142,825,S_825,S_825-lght,80349690,Поворотные споты,"Светильник настенно-потолоч. CITILUX Гессен CL536615, венге/хром/бежевый",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
143,825,S_825,S_825-lght,80351407,Поворотные споты,"Светильник трековый CITILUX Ринг CL525T11N, чёрный",Выставочный образец,25,199,80003102,"ООО ""НАУТИЛУС""",1,,,1
144,825,S_825,S_825-lght,80351426,Потолочные LED люстры,"Светильник потолочный CITILUX Старлайт Смарт CL703AK50G, белый/хром",Выставочный образец,25,340,80003102,"ООО ""НАУТИЛУС""",1,,,1
